vm_id,hours,start_time,end_time,vm_category,vCPU,avg_cpu_mean,avg_mean,avg_peak,max_peak,selection_score,workload_type,workload_id
mxKPpuTEqcVdIcmLS9fx8+iVA9rzLwCQMNwm1BEPcpu3Ximm4LXWRL8nsIldU0Ag,24,0,23,Delay-insensitive,2,55.581398902745825,1.1116279780549165,1.4976557213717312,1.922376753685869,1.9782499097931985,batch,bj_10
2aseSm3d5hIYPReJ1faWnOnngds5HumcV7khKcLHvXNox1GNgiyIXzl8+1OvRgA4,24,0,23,Delay-insensitive,2,22.267737987881716,0.44535475975763433,1.8452763165455075,1.9466867405909567,2.3319480016932466,batch,bj_11
ByDBijQTqSxjKYuoGavGwa3V7jiMbDXL27AIGnzNhnWmnH5BZ6lebmFxTfKJdTpx,24,0,23,Delay-insensitive,4,23.745677288889055,0.9498270915555621,1.2844147578863263,3.7339238161824766,2.2178957119319453,batch,bj_12
c+V1miiXAjC39gJPKi8VLgWTMB1GnHrD9zP63NK6jpnvTEgHwYtSow5IioMGbup0,24,0,23,Delay-insensitive,2,31.989661273163037,0.6397932254632608,0.8588284148284872,1.5525522891173291,1.2469664871078194,batch,bj_13
QyP1hnvNvW++knAaTDJrzUPYAOGe1ryxDfe4v7li/qmoqLy9Nv/k3iukM9XWjlkS,24,0,23,Interactive,2,29.94947967713276,0.5989895935426552,1.2431003042581086,1.9625448859097083,1.7337365257355357,on_demand,od_00
R1ogiWX31iLHvfF1Vshs0KPeWM3ngdopDmhTp2E3cLBkIH+h0+VGvRPVNyBKQkNd,24,0,23,Interactive,2,30.208216648772634,0.6041643329754527,1.2772156368079235,1.9663429940577493,1.7688013853223608,on_demand,od_01
ZRX12TTPrZy4pCFH9by6CFGEaxswzk2cLFsLBMX13DUDkcYjKESZ2B/AxwvvN8vc,24,0,23,Interactive,4,32.31888851052305,1.2927555404209221,1.4638218047271827,3.2893425658894846,2.286157446199554,on_demand,od_02
ikUOL2Xv1pJG3uN7MBgzu0g5Q00ZxhRv2KHow2Mlnefyh8vrMiNbrHUtbdbRSsje,24,0,23,Interactive,2,69.03295790770647,1.3806591581541294,1.8649941458188928,1.9781225317430116,2.3595247787546456,on_demand,od_03
yMoo06ZqARfrqI9fglIhUXVIsoldZoQoxi3/gH1eMdzlDwpQJT4W9KYNXrWScjzV,24,0,23,Interactive,2,47.342697029105956,0.9468539405821191,1.0797627501779348,1.9787886803804813,1.5744599202730551,on_demand,od_04
HtrHEuPiOc+RN+i7GTGkTcHii2/7PzRzIgGAIu0y41GzbHuSI2Tw61LbkEuLMiK2,24,0,23,Delay-insensitive,4,35.7514586902299,1.4300583476091961,1.5380117254440533,3.211971013787496,2.341004478890927,spot,sp_00
zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,24,0,23,Delay-insensitive,2,48.72549612103629,0.9745099224207258,0.9804153845730892,1.5196082983960233,1.360317459172095,spot,sp_01
Bnry0PmCFHxuv+YDfqsslyGNPmUdKYym6L+fLvC8SzOTAF+xcTold7kM5cqnkOHa,2,10,11,Delay-insensitive,4,33.91579984496366,1.3566319937985463,1.801669045118631,3.0881690291192534,2.5737113023984444,spot,sp_02
fQ7XoZpzczfXBFTJU2/aapglSDQcenBFjZCYX+JSJGbDOITqa47q9a612jb0JNc5,24,0,23,Delay-insensitive,4,33.49555047397693,1.339822018959077,1.5370690379529697,2.9883122356943117,2.2841470968765476,spot,sp_03
uRgzAuFYJ/5hLIHqkK9w8KBKHpTMJhuS8VLxO+ymTRgS1sWcZpOEbn2Sy69cj3sp,24,0,23,Delay-insensitive,4,23.472061787043838,0.9388824714817535,1.2957330305916654,3.786132730890348,2.2422662133142524,spot,sp_04
