batch_job_id,parent_workload_id,source_time,server,time
bj_04_t06,bj_04,6,3,17
bj_04_t07,bj_04,7,3,16
bj_04_t08,bj_04,8,3,16
bj_04_t09,bj_04,9,3,15
bj_04_t10,bj_04,10,3,15
bj_04_t11,bj_04,11,3,14
bj_04_t12,bj_04,12,3,14
bj_04_t13,bj_04,13,3,13
bj_04_t14,bj_04,14,3,13
bj_04_t15,bj_04,15,3,12
bj_04_t16,bj_04,16,3,12
bj_04_t17,bj_04,17,3,11
bj_04_t18,bj_04,18,3,11
bj_04_t19,bj_04,19,3,10
bj_04_t20,bj_04,20,3,10
bj_04_t21,bj_04,21,3,9
bj_04_t22,bj_04,22,3,9
bj_04_t23,bj_04,23,3,8
bj_05_t00,bj_05,0,4,1
bj_05_t01,bj_05,1,3,22
bj_05_t02,bj_05,2,4,3
bj_05_t03,bj_05,3,3,19
bj_05_t04,bj_05,4,3,16
bj_05_t05,bj_05,5,3,19
bj_05_t06,bj_05,6,3,18
bj_05_t07,bj_05,7,3,14
bj_05_t08,bj_05,8,4,0
bj_05_t09,bj_05,9,3,12
bj_05_t10,bj_05,10,3,11
bj_05_t11,bj_05,11,3,18
bj_05_t12,bj_05,12,3,17
bj_05_t13,bj_05,13,3,14
bj_05_t14,bj_05,14,3,9
bj_05_t15,bj_05,15,4,5
bj_05_t16,bj_05,16,3,13
bj_05_t17,bj_05,17,3,10
bj_05_t18,bj_05,18,3,8
bj_05_t19,bj_05,19,3,8
bj_05_t20,bj_05,20,3,8
bj_05_t21,bj_05,21,3,8
bj_05_t22,bj_05,22,3,8
bj_05_t23,bj_05,23,3,8
bj_06_t00,bj_06,0,4,1
bj_06_t01,bj_06,1,3,7
bj_06_t02,bj_06,2,3,7
bj_06_t03,bj_06,3,3,19
bj_06_t04,bj_06,4,3,15
bj_06_t05,bj_06,5,3,23
bj_06_t06,bj_06,6,3,7
bj_06_t07,bj_06,7,3,7
bj_06_t08,bj_06,8,3,7
bj_06_t09,bj_06,9,3,7
bj_06_t10,bj_06,10,3,11
bj_06_t11,bj_06,11,3,6
bj_06_t12,bj_06,12,3,6
bj_06_t13,bj_06,13,3,6
bj_06_t14,bj_06,14,3,5
bj_06_t15,bj_06,15,3,5
bj_06_t16,bj_06,16,3,5
bj_06_t17,bj_06,17,3,4
bj_06_t18,bj_06,18,3,4
bj_06_t19,bj_06,19,3,3
bj_06_t20,bj_06,20,3,3
bj_06_t21,bj_06,21,3,2
bj_06_t22,bj_06,22,3,7
bj_06_t23,bj_06,23,3,7
bj_07_t00,bj_07,0,4,23
bj_07_t01,bj_07,1,4,21
bj_07_t02,bj_07,2,4,20
bj_07_t03,bj_07,3,4,20
bj_07_t04,bj_07,4,4,18
bj_07_t05,bj_07,5,3,22
bj_07_t06,bj_07,6,4,21
bj_07_t07,bj_07,7,4,16
bj_07_t08,bj_07,8,4,16
bj_07_t09,bj_07,9,4,2
bj_07_t10,bj_07,10,4,12
bj_07_t11,bj_07,11,3,4
bj_07_t12,bj_07,12,3,3
bj_07_t13,bj_07,13,3,2
bj_07_t14,bj_07,14,3,2
bj_07_t15,bj_07,15,3,1
bj_07_t16,bj_07,16,3,1
bj_07_t17,bj_07,17,3,1
bj_07_t18,bj_07,18,3,4
bj_07_t19,bj_07,19,4,8
bj_07_t20,bj_07,20,4,12
bj_07_t21,bj_07,21,4,17
bj_07_t22,bj_07,22,4,13
bj_07_t23,bj_07,23,4,20
bj_08_t00,bj_08,0,3,0
bj_08_t01,bj_08,1,3,1
bj_08_t02,bj_08,2,3,0
bj_08_t03,bj_08,3,3,0
bj_08_t04,bj_08,4,2,23
bj_08_t05,bj_08,5,2,23
bj_08_t06,bj_08,6,2,22
bj_08_t07,bj_08,7,2,21
bj_08_t08,bj_08,8,2,22
bj_08_t09,bj_08,9,2,21
bj_08_t10,bj_08,10,2,20
bj_08_t11,bj_08,11,2,19
bj_08_t12,bj_08,12,2,19
bj_08_t13,bj_08,13,2,20
bj_08_t14,bj_08,14,2,18
bj_08_t15,bj_08,15,2,17
bj_08_t16,bj_08,16,2,18
bj_08_t17,bj_08,17,2,17
bj_08_t18,bj_08,18,2,16
bj_08_t19,bj_08,19,2,16
bj_08_t20,bj_08,20,2,15
bj_08_t21,bj_08,21,2,15
bj_08_t22,bj_08,22,2,14
bj_08_t23,bj_08,23,3,2
bj_09_t00,bj_09,0,2,15
bj_09_t01,bj_09,1,2,14
bj_09_t02,bj_09,2,2,14
bj_09_t03,bj_09,3,2,13
bj_09_t04,bj_09,4,2,23
bj_09_t05,bj_09,5,2,19
bj_09_t06,bj_09,6,2,14
bj_09_t07,bj_09,7,2,13
bj_09_t08,bj_09,8,2,13
bj_09_t09,bj_09,9,2,21
bj_09_t10,bj_09,10,2,13
bj_09_t11,bj_09,11,2,13
bj_09_t12,bj_09,12,2,18
bj_09_t13,bj_09,13,2,12
bj_09_t14,bj_09,14,2,12
bj_09_t15,bj_09,15,2,12
bj_09_t16,bj_09,16,2,12
bj_09_t17,bj_09,17,2,11
bj_09_t18,bj_09,18,2,11
bj_09_t19,bj_09,19,2,16
bj_09_t20,bj_09,20,2,11
bj_09_t21,bj_09,21,2,12
bj_09_t22,bj_09,22,3,4
bj_09_t23,bj_09,23,2,11
bj_10_t00,bj_10,0,2,11
bj_10_t01,bj_10,1,2,10
bj_10_t02,bj_10,2,2,10
bj_10_t03,bj_10,3,2,17
bj_10_t04,bj_10,4,2,10
bj_10_t05,bj_10,5,2,10
bj_10_t06,bj_10,6,2,10
bj_10_t07,bj_10,7,2,10
bj_10_t08,bj_10,8,2,9
bj_10_t09,bj_10,9,2,9
bj_10_t10,bj_10,10,2,9
bj_10_t11,bj_10,11,2,9
bj_10_t12,bj_10,12,2,9
bj_10_t13,bj_10,13,2,8
bj_10_t14,bj_10,14,2,8
bj_10_t15,bj_10,15,2,8
bj_10_t16,bj_10,16,2,8
bj_10_t17,bj_10,17,3,3
bj_10_t18,bj_10,18,2,8
bj_10_t19,bj_10,19,2,8
bj_10_t20,bj_10,20,2,11
bj_10_t21,bj_10,21,2,7
bj_10_t22,bj_10,22,2,7
bj_10_t23,bj_10,23,2,7
bj_11_t00,bj_11,0,4,2
bj_11_t01,bj_11,1,4,1
bj_11_t02,bj_11,2,3,0
bj_11_t03,bj_11,3,3,9
bj_11_t04,bj_11,4,3,22
bj_11_t05,bj_11,5,3,16
bj_11_t06,bj_11,6,3,2
bj_11_t07,bj_11,7,3,8
bj_11_t08,bj_11,8,3,15
bj_11_t09,bj_11,9,3,9
bj_11_t10,bj_11,10,3,7
bj_11_t11,bj_11,11,2,23
bj_11_t12,bj_11,12,3,18
bj_11_t13,bj_11,13,3,10
bj_11_t14,bj_11,14,2,15
bj_11_t15,bj_11,15,2,17
bj_11_t16,bj_11,16,3,6
bj_11_t17,bj_11,17,3,5
bj_11_t18,bj_11,18,2,16
bj_11_t19,bj_11,19,3,1
bj_11_t20,bj_11,20,2,7
bj_11_t21,bj_11,21,2,7
bj_11_t22,bj_11,22,2,6
bj_11_t23,bj_11,23,2,6
bj_12_t00,bj_12,0,2,6
bj_12_t01,bj_12,1,2,6
bj_12_t02,bj_12,2,2,6
bj_12_t03,bj_12,3,2,5
bj_12_t04,bj_12,4,2,5
bj_12_t05,bj_12,5,2,7
bj_12_t06,bj_12,6,2,5
bj_12_t07,bj_12,7,2,5
bj_12_t08,bj_12,8,2,5
bj_12_t09,bj_12,9,2,4
bj_12_t10,bj_12,10,2,4
bj_12_t11,bj_12,11,2,4
bj_12_t12,bj_12,12,2,4
bj_12_t13,bj_12,13,2,4
bj_12_t14,bj_12,14,2,3
bj_12_t15,bj_12,15,2,3
bj_12_t16,bj_12,16,2,3
bj_12_t17,bj_12,17,2,4
bj_12_t18,bj_12,18,2,3
bj_12_t19,bj_12,19,2,2
bj_12_t20,bj_12,20,2,3
bj_12_t21,bj_12,21,2,2
bj_12_t22,bj_12,22,2,2
bj_12_t23,bj_12,23,2,2
bj_13_t00,bj_13,0,2,2
bj_13_t01,bj_13,1,2,2
bj_13_t02,bj_13,2,2,1
bj_13_t03,bj_13,3,2,3
bj_13_t04,bj_13,4,2,1
bj_13_t05,bj_13,5,2,1
bj_13_t06,bj_13,6,2,1
bj_13_t07,bj_13,7,2,1
bj_13_t08,bj_13,8,2,1
bj_13_t09,bj_13,9,2,1
bj_13_t10,bj_13,10,2,1
bj_13_t11,bj_13,11,2,1
bj_13_t12,bj_13,12,2,0
bj_13_t13,bj_13,13,2,0
bj_13_t14,bj_13,14,2,0
bj_13_t15,bj_13,15,2,0
bj_13_t16,bj_13,16,2,0
bj_13_t17,bj_13,17,2,0
bj_13_t18,bj_13,18,2,0
bj_13_t19,bj_13,19,1,23
bj_13_t20,bj_13,20,2,0
bj_13_t21,bj_13,21,1,23
bj_13_t22,bj_13,22,1,23
bj_13_t23,bj_13,23,2,1
