vm_id,stable_episode_key,collection_id,instance_index,episode_index,episode_start_time_us,episode_end_time_us,termination_time_us,termination_reason,horizon_censored,termination_time_uncertain,episode_start_inferred_from_update,episode_start_inferred_from_usage,class,class_rule,scheduler,arrival_t5,departure_t5,lifetime_t5,arrival_time_us,q_cpu,q_mem,resource_request_cpu,resource_request_mem,p95_cpu_usage,p95_mem_usage,avg_cpu_usage,avg_mem_usage,max_cpu_usage,max_mem_usage,priority,scheduling_class,arrival_machine_id,arrival_state_ambiguous,arrival_state_ambiguity_reason,arrival_state_candidate_count,scheduler_state_ambiguous,scheduler_state_ambiguity_reason,scheduler_state_candidate_count,arrival_state_used_post_arrival,scheduler_state_used_post_arrival,resource_request_cpu_fallback_zero,resource_request_mem_fallback_zero,max_cpu_usage_fallback_from_average,max_mem_usage_fallback_from_average,cpu_p100_gt_one,spot_revenue,migration_energy_coeff
ep_4eba5106e437fa81d3cb,collection=2:373159371871|instance=2:54|episode=7,373159371871,54,7,35117091789,39702593492,39702593492.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,115,131,16,35117091789,0.4203795379537954,0.0345442898975109,0.3688118811881188,0.0345442898975109,0.3006394389438944,0.0228141013909224,0.2874490336361149,0.0219099943830988,0.4203795379537954,0.0231972913616398,118.0,2,20733594.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0210189768976897,0.0
ep_0b88be7a95f9bb2c39ba,collection=2:373159371871|instance=2:54|episode=4,373159371871,54,4,20477140731,26021929218,26021929218.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,66,85,19,20477140731,0.4063531353135313,0.0345442898975109,0.3688118811881188,0.0345442898975109,0.2956270627062706,0.0228312591508052,0.2847074014980436,0.0219552347947792,0.4063531353135313,0.0231744143484626,118.0,2,4459200575.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0203176567656765,0.0
ep_9737a4971f154b6456c6,collection=2:372931495537|instance=2:76|episode=2,372931495537,76,2,4911545178,9484867027,9484867027.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,14,30,16,4911545178,0.4298679867986799,0.0345442898975109,0.375,0.0345442898975109,0.2930074257425742,0.0251189604685212,0.2821166076851714,0.0234776531767259,0.4298679867986799,0.0254849926793557,118.0,2,1375591287.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0214933993399339,0.0
ep_e423a4239f2ca65f2510,collection=2:372931495537|instance=2:76|episode=8,372931495537,76,8,26090715976,29176855488,29176855488.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,84,96,12,26090715976,0.4273927392739274,0.0345442898975109,0.375,0.0345442898975109,0.2933787128712871,0.0250297401171303,0.2564005637754513,0.021534155514655,0.4273927392739274,0.0255765007320644,118.0,2,21285496.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0213696369636963,0.0
ep_27c14c34e9d530224762,collection=2:372931495537|instance=2:76|episode=5,372931495537,76,5,15590800246,19338735720,19338735720.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,49,63,14,15590800246,0.4158415841584158,0.0345442898975109,0.375,0.0345442898975109,0.2947813531353135,0.0243868960468521,0.260083197514162,0.022000395338303,0.4158415841584158,0.025668008784773,118.0,2,938885808.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0207920792079207,0.0
ep_22ec4975414d1c10cf90,collection=2:372931495537|instance=2:126|episode=4,372931495537,126,4,68439891200,75868247159,75868247159.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,226,251,25,68439891200,0.4282178217821782,0.0345442898975109,0.375,0.0345442898975109,0.2863036303630363,0.0263451683748169,0.2776779136574996,0.025660618876557,0.4282178217821782,0.0270406295754026,118.0,2,2448138632.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0214108910891089,0.0
ep_2622666398e4a6b7bf48,collection=2:373159371871|instance=2:54|episode=6,373159371871,54,6,30326529823,34781244391,34781244391.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,99,114,15,30326529823,0.4092409240924092,0.0345442898975109,0.3688118811881188,0.0345442898975109,0.2875412541254125,0.0234397877013177,0.2791481884747003,0.0225777073252244,0.4092409240924092,0.0241581259150805,118.0,2,35892414221.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0204620462046204,0.0
ep_fb6c185489a7313f0fee,collection=2:372931495537|instance=2:126|episode=0,372931495537,126,0,42051289252,59417389766,59417389766.0,LOST,False,True,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,138,197,59,42051289252,0.4249174917491749,0.0345442898975109,0.375,0.0345442898975109,0.2918523102310231,0.0247597913616398,0.2709293558666211,0.0238962728612359,0.4249174917491749,0.0253019765739385,118.0,2,1421698949.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0212458745874587,0.0
ep_90a1ad89f94a3702e2c6,collection=2:372931495537|instance=2:76|episode=10,372931495537,76,10,34550968159,39018304983,39018304983.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,113,129,16,34550968159,0.4125412541254125,0.0345442898975109,0.375,0.0345442898975109,0.2787747524752475,0.0264229502196193,0.2633312589432539,0.0235076443963463,0.4125412541254125,0.0267661054172767,118.0,2,23744627237.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0206270627062706,0.0
ep_aa651b60d05c2552720b,collection=2:373159371871|instance=2:54|episode=5,373159371871,54,5,26118420375,29871607126,29871607126.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,85,98,13,26118420375,0.4063531353135313,0.0345442898975109,0.3688118811881188,0.0345442898975109,0.2827557755775577,0.022945644216691,0.2702750992097636,0.0221282411650138,0.4063531353135313,0.0232430453879941,118.0,2,4459131168.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0203176567656765,0.0
ep_4a2d3385ab17f656ba11,collection=2:290470317978|instance=2:35|episode=0,290470317978,35,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,0,288,288,600000000,0.4257425742574257,0.2225475841874085,0.1309818481848184,0.2225475841874085,0.1740202145214521,0.181918008784773,0.1370840209020902,0.1605165629575402,0.4257425742574257,0.2170571010248902,105.0,2,4459433739.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_ccfb8a0f25631004759a,collection=2:375378943575|instance=2:3042|episode=0,375378943575,3042,0,65178616135,68481731723,68481731723.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,215,227,12,65178616135,0.4207920792079208,0.0883967789165446,0.0034228032178217,0.0019073709736456,0.3373556105610561,0.0647099194729136,0.1209983681880557,0.0285798681013095,0.4207920792079208,0.0883967789165446,107.0,1,23749187178.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_d57d7f4656422c641ee5,collection=2:375378943575|instance=2:2742|episode=0,375378943575,2742,0,65178615763,68481731652,68481731652.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,215,227,12,65178615763,0.4265676567656766,0.1070644216691068,0.0034228032178217,0.0019073709736456,0.3242728960396039,0.0770269033674963,0.11504673085799,0.0330188696407205,0.4265676567656766,0.1070644216691068,107.0,1,23860209886.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_5d6a776897346bfa7605,collection=2:374943256061|instance=2:85|episode=0,374943256061,85,0,7765593349,13848174114,13848174114.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,23,45,22,7765593349,0.1415016501650165,0.4443631039531479,0.0177134900990099,0.4443631039531479,0.0430158054867986,0.1519582723279648,0.0097742515950813,0.132898808731532,0.1415016501650165,0.1553806734992679,105.0,1,102893244766.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_ef41f9e986fe26e2d03b,collection=2:374973984547|instance=2:53|episode=0,374973984547,53,0,7378628004,17512943777,17512943777.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,22,57,35,7378628004,0.1456270627062706,0.4443631039531479,0.017842409240924,0.4443631039531479,0.0384707611386136,0.1576683748169839,0.0067207187794672,0.1404634752143903,0.1456270627062706,0.1608711566617862,105.0,1,102893244763.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_0c2e9f159438610d2d11,collection=2:374943256061|instance=2:165|episode=0,374943256061,165,0,7874037589,13848174322,13848174322.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,24,45,21,7874037589,0.1379950495049505,0.4443631039531479,0.0177134900990099,0.4443631039531479,0.0734323432343234,0.1473279648609077,0.0079356152226085,0.1293553475562992,0.1379950495049505,0.1497071742313323,105.0,1,24289989731.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_82cbe00827435fff0953,collection=2:375745728458|instance=2:496|episode=0,375745728458,496,0,79977839882,87000000000,,HORIZON_CENSORED,True,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,264,288,24,79977839882,0.1421204620462046,0.085010980966325,0.0369224422442244,0.085010980966325,0.0872125103135313,0.0655388299170327,0.0800883083773535,0.05574530022004,0.1421204620462046,0.0695461200585651,103.0,1,105214127775.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_1563b2ca313c71a7361b,collection=2:280881358282|instance=2:1169|episode=2,280881358282,1169,2,26960166638,49185399063,49185399063.0,EVICT,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,87,162,75,26960166638,0.1864686468646864,0.0530746705710102,0.0841584158415841,0.0530746705710102,0.1353754125412541,0.0183999816983894,0.116860576438606,0.0158671099889693,0.1864686468646864,0.0209553440702781,103.0,3,1375590690.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_bd249b80fea7ccf4e254,collection=2:374973984547|instance=2:164|episode=0,374973984547,164,0,7513544551,11902011771,11902011771.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,23,38,15,7513544551,0.1415016501650165,0.4443631039531479,0.017842409240924,0.4443631039531479,0.0461014851485147,0.1290446559297218,0.009087635869585,0.1217057086806031,0.1415016501650165,0.1378111273792093,105.0,1,53768440403.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
ep_a0722f22616aabf4ec6d,collection=2:375047391824|instance=2:3598|episode=0,375047391824,3598,0,18331595691,27131292697,27131292697.0,KILL,False,False,False,False,batch_candidate,batch_candidate: proxy label because collection scheduler == SCHEDULER_BATCH; not an observed cloud purchase class,SCHEDULER_BATCH,59,89,30,18331595691,0.1144801980198019,0.1072474377745241,0.047339108910891,0.0615849194729136,0.0727490717821782,0.1060669838945827,0.0550593242918041,0.0747025988286969,0.1144801980198019,0.1072474377745241,107.0,1,373578848224.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0
