vm_id,stable_episode_key,collection_id,instance_index,episode_index,episode_start_time_us,episode_end_time_us,termination_time_us,termination_reason,horizon_censored,termination_time_uncertain,episode_start_inferred_from_update,episode_start_inferred_from_usage,class,class_rule,scheduler,arrival_t5,departure_t5,lifetime_t5,arrival_time_us,q_cpu,q_mem,resource_request_cpu,resource_request_mem,p95_cpu_usage,p95_mem_usage,avg_cpu_usage,avg_mem_usage,max_cpu_usage,max_mem_usage,priority,scheduling_class,arrival_machine_id,arrival_state_ambiguous,arrival_state_ambiguity_reason,arrival_state_candidate_count,scheduler_state_ambiguous,scheduler_state_ambiguity_reason,scheduler_state_candidate_count,arrival_state_used_post_arrival,scheduler_state_used_post_arrival,resource_request_cpu_fallback_zero,resource_request_mem_fallback_zero,max_cpu_usage_fallback_from_average,max_mem_usage_fallback_from_average,cpu_p100_gt_one,spot_revenue,migration_energy_coeff,observed_coverage_us,source_avg_cpu_usage,source_avg_mem_usage,selection_score_avg_cpu_plus_mem,selection_rank_within_class
ep_d82c51c9583f3cf5c0c7,collection=2:220585668772|instance=2:32|episode=0,220585668772,32,0,600000000,78067051607,78067051607.0,LOST,False,True,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,259,259,600000000,0.49,0.49,0.2635674676524954,0.49,0.27805914972273565,0.4781818991513391,0.23008711019371053,0.4636152863315745,0.49,0.48915848374626747,200.0,2,249752968639.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0119215362239005,76824051607,0.41919959121303096,0.45593488953619415,0.8751344807492252,1
ep_463ac0f209f3b54035ba,collection=2:80623389268|instance=2:30|episode=0,80623389268,30,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.3216324200913242,0.49,0.3199543378995433,0.47838824636094573,0.21226610807886226,0.4581465896128266,0.49,0.4873934691260585,200.0,3,53770403292.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0095922908542684,86400000000,0.3131021598253575,0.34536600679193097,0.6584681666172885,2
ep_0156f659a4c08159e143,collection=2:360229361439|instance=2:0|episode=0,360229361439,0,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.3746563573883159,0.49,0.2454209621993125,0.46837581237714576,0.21613215907192618,0.4682026671735241,0.49,0.4687141123416798,360.0,2,74471794818.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0037370982705884,86400000000,0.05295216061319669,0.40408430941922885,0.45703647003242553,3
ep_4ed50e93055d88a76c7b,collection=2:277141849449|instance=2:13|episode=0,277141849449,13,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.49,0.49,0.001374383223684068,0.48235591966822366,0.001294555664062291,0.4823559196682238,0.008490953947368318,0.4824610768440495,200.0,3,92160261499.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0029128795017129,86400000000,0.0002899169921874531,0.3356515373352855,0.33594145432747297,4
ep_4dbe04be0377398e4794,collection=2:374562803274|instance=2:18|episode=0,374562803274,18,0,600000000,67677594412,67677594412.0,KILL,False,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,224,224,600000000,0.49,0.49,0.48471856287425147,0.49,0.4430538922155688,0.4443243276284767,0.4197501292087449,0.44293654458829435,0.49,0.45267428446117486,200.0,2,20737083.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0035671114924449,67077594412,0.29508600886483966,0.014776947732579907,0.3098629565974196,5
ep_d31caf8fd9a3714da1a2,collection=2:371805942158|instance=2:3|episode=4,371805942158,3,4,83620543834,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,276,288,12,83620543834,0.49,0.49,0.45319248826291075,0.49,0.30442879499217507,0.4741546905477984,0.26301467956210767,0.458703860692649,0.49,0.47994917320332714,200.0,3,105126709465.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0032217901511966,3379456166,0.14149860261347982,0.08539782989708561,0.22689643251056543,6
ep_3daf7e97dc93d55b2e2c,collection=2:106703453482|instance=2:376|episode=0,106703453482,376,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.4038999999999999,0.49,0.3779999999999997,0.47085640328437467,0.2200102430555554,0.46854351330400396,0.49,0.47319024069610427,200.0,2,1579547980.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0023809368491754,86400000000,0.06483092970755404,0.15004492791198956,0.2148758576195436,7
ep_fd3bb4c10d4dce886ea6,collection=2:208627890421|instance=2:49|episode=0,208627890421,49,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.49,0.49,0.005206882094943232,0.41594588997827536,0.005277649842603224,0.4047232946550898,0.06649638802889558,0.41621175525775284,200.0,3,71970852930.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.0045939307510546,86400000000,0.0021528097837452535,0.2109954868736782,0.21314829665742344,8
ep_3953918cd0abe3e863ee,collection=2:1632087718|instance=2:323|episode=0,1632087718,323,0,600000000,87000000000,,HORIZON_CENSORED,True,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,288,288,600000000,0.49,0.49,0.436115107913669,0.49,0.30115107913669054,0.47173166135208955,0.2666328187450039,0.4712747873384403,0.49,0.47239889409258257,200.0,3,348128035855.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.002631098120793,86400000000,0.10921134431151445,0.10272287294615254,0.21193421725766698,9
ep_5b110457b2232a6309e0,collection=2:1632087718|instance=2:477|episode=0,1632087718,477,0,600000000,53913011311,53913011311.0,EVICT,False,False,False,False,on_demand,on_demand: proxy label for priority >= 120 production-tier Google 2019 workload; not an observed cloud purchase class,SCHEDULER_DEFAULT,0,178,178,600000000,0.49,0.49,0.40801923076923075,0.49,0.29541346153846154,0.47173166135208955,0.24794271512385913,0.47128541033380883,0.49,0.47273110180085887,200.0,3,104800886835.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0,0.002769299440925,53100000000,0.10854904346366835,0.10273407449686076,0.21128311796052912,10
ep_4eba5106e437fa81d3cb,collection=2:373159371871|instance=2:54|episode=7,373159371871,54,7,35117091789,39702593492,39702593492.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,115,131,16,35117091789,0.49,0.49,0.42989205103042194,0.49,0.3515112855740922,0.32385430463576137,0.3361624259370827,0.31153317574604844,0.49,0.32904635761589446,118.0,2,20733594.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0210189768976897,0.0,4579593492,0.28839960263848524,0.021962637419721855,0.3103622400582071,1
ep_0b88be7a95f9bb2c39ba,collection=2:373159371871|instance=2:54|episode=4,373159371871,54,4,20477140731,26021929218,26021929218.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,66,85,19,20477140731,0.49,0.49,0.4447309644670051,0.49,0.3591675126903554,0.32385430463576137,0.3443336299988217,0.31235363278980693,0.49,0.32872185430463563,118.0,2,4459200575.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0203176567656765,0.0,5539929218,0.2855531635590013,0.02202047845230971,0.307573642011311,2
ep_9737a4971f154b6456c6,collection=2:372931495537|instance=2:76|episode=2,372931495537,76,2,4911545178,9484867027,9484867027.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,14,30,16,4911545178,0.49,0.49,0.42745681381957773,0.49,0.33434740882917463,0.3563046357615898,0.32352385925125876,0.33546210006963706,0.49,0.3614966887417216,118.0,2,1375591287.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0214933993399339,0.0,4568867027,0.28382153072995525,0.023649591907006846,0.3074711226369621,3
ep_e423a4239f2ca65f2510,collection=2:372931495537|instance=2:76|episode=8,372931495537,76,8,26090715976,29176855488,29176855488.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,84,96,12,26090715976,0.49,0.49,0.4299324324324324,0.49,0.33817567567567564,0.3582516556291387,0.3229574339179853,0.3323014608134189,0.49,0.36279470198675556,118.0,2,21285496.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0213696369636963,0.0,3081855488,0.28169318847160435,0.023426771419806328,0.30511995989141066,4
ep_27c14c34e9d530224762,collection=2:372931495537|instance=2:76|episode=5,372931495537,76,5,15590800246,19338735720,19338735720.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,49,63,14,15590800246,0.49,0.49,0.441875,0.49,0.35145833333333326,0.34592052980132504,0.3297896967130035,0.3347719965415301,0.49,0.3640927152317881,118.0,2,938885808.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0207920792079207,0.0,3745735720,0.2798781018780793,0.023600940608365577,0.3034790424864449,5
ep_22ec4975414d1c10cf90,collection=2:372931495537|instance=2:126|episode=4,372931495537,126,4,68439891200,75868247159,75868247159.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,226,251,25,68439891200,0.49,0.49,0.42910404624277454,0.49,0.3285549132947977,0.3738278145695367,0.31785689132335126,0.36401351553067934,0.49,0.38356291390728514,118.0,2,2448138632.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0214108910891089,0.0,7428355959,0.2777795625325307,0.025662425320620148,0.30344198785315085,6
ep_2622666398e4a6b7bf48,collection=2:373159371871|instance=2:54|episode=6,373159371871,54,6,30326529823,34781244391,34781244391.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,99,114,15,30326529823,0.49,0.49,0.44159274193548387,0.49,0.34428427419354835,0.3329403973509936,0.33462942710037313,0.32069529394130125,0.49,0.3426754966887422,118.0,2,35892414221.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0204620462046204,0.0,4446244391,0.2794776652552453,0.022608553474848525,0.30208621873009384,7
ep_fb6c185489a7313f0fee,collection=2:372931495537|instance=2:126|episode=0,372931495537,126,0,42051289252,59417389766,59417389766.0,LOST,False,True,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,138,197,59,42051289252,0.49,0.49,0.4324368932038835,0.49,0.33776699029126217,0.351761589403973,0.31810972121467146,0.34511769111810026,0.49,0.35890066225165645,118.0,2,1421698949.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0212458745874587,0.0,17041389766,0.2758579282440153,0.02433029708314955,0.3001882253271648,8
ep_90a1ad89f94a3702e2c6,collection=2:372931495537|instance=2:76|episode=10,372931495537,76,10,34550968159,39018304983,39018304983.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,113,129,16,34550968159,0.49,0.49,0.4454100000000001,0.49,0.33222,0.3757748344370869,0.3211860063593337,0.33921574839762986,0.49,0.37966887417218603,118.0,2,23744627237.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0206270627062706,0.0,4463304983,0.2704132201449229,0.023914218674385392,0.2943274388193083,9
ep_aa651b60d05c2552720b,collection=2:373159371871|instance=2:54|episode=5,373159371871,54,5,26118420375,29871607126,29871607126.0,KILL,False,False,False,False,spot,"spot: proxy label for priority < 120 or missing priority; Google 2019 tiers are 0-99 free/best-effort, 100-115 BE/BEB, 116-119 mid; not an observed cloud purchase class",SCHEDULER_DEFAULT,85,98,13,26118420375,0.49,0.49,0.4447309644670051,0.49,0.342751269035533,0.3254768211920528,0.32711954439583557,0.31496963323934096,0.49,0.3296953642384108,118.0,2,4459131168.0,False,,0,False,,0,False,False,False,False,False,False,False,0.0203176567656765,0.0,3744607126,0.2712776581379218,0.02220490269292343,0.29348256083084523,10
