batch_job_id,parent_workload_id,source_time,server,time
bj_02_t21,bj_02,21,3,4
bj_02_t22,bj_02,22,5,21
bj_02_t23,bj_02,23,7,21
bj_03_t00,bj_03,0,7,6
bj_03_t01,bj_03,1,6,8
bj_03_t02,bj_03,2,1,7
bj_03_t03,bj_03,3,1,16
bj_03_t04,bj_03,4,6,9
bj_03_t05,bj_03,5,5,8
bj_03_t06,bj_03,6,1,17
bj_03_t07,bj_03,7,4,2
bj_03_t08,bj_03,8,3,10
bj_03_t09,bj_03,9,7,6
bj_03_t10,bj_03,10,3,3
bj_03_t11,bj_03,11,3,6
bj_03_t12,bj_03,12,7,16
bj_03_t13,bj_03,13,2,3
bj_03_t14,bj_03,14,5,15
bj_03_t15,bj_03,15,4,3
bj_03_t16,bj_03,16,7,20
bj_03_t17,bj_03,17,3,1
bj_03_t18,bj_03,18,0,9
bj_03_t19,bj_03,19,1,20
bj_03_t20,bj_03,20,0,23
bj_03_t21,bj_03,21,3,3
bj_03_t22,bj_03,22,7,14
bj_03_t23,bj_03,23,4,22
bj_04_t00,bj_04,0,2,5
bj_04_t01,bj_04,1,2,0
bj_04_t02,bj_04,2,4,9
bj_04_t03,bj_04,3,5,16
bj_04_t04,bj_04,4,7,11
bj_04_t05,bj_04,5,0,14
bj_04_t06,bj_04,6,7,8
bj_04_t07,bj_04,7,6,14
bj_04_t08,bj_04,8,3,6
bj_04_t09,bj_04,9,7,8
bj_04_t10,bj_04,10,1,17
bj_04_t11,bj_04,11,6,19
bj_04_t12,bj_04,12,2,10
bj_04_t13,bj_04,13,2,7
bj_04_t14,bj_04,14,1,23
bj_04_t15,bj_04,15,2,5
bj_04_t16,bj_04,16,5,4
bj_04_t17,bj_04,17,0,17
bj_04_t18,bj_04,18,7,15
bj_04_t19,bj_04,19,0,11
bj_04_t20,bj_04,20,7,14
bj_04_t21,bj_04,21,6,9
bj_04_t22,bj_04,22,1,23
bj_04_t23,bj_04,23,7,21
bj_05_t00,bj_05,0,2,1
bj_05_t01,bj_05,1,7,9
bj_05_t02,bj_05,2,6,14
bj_05_t03,bj_05,3,0,7
bj_05_t04,bj_05,4,3,7
bj_05_t05,bj_05,5,4,8
bj_05_t06,bj_05,6,6,17
bj_05_t07,bj_05,7,5,15
bj_05_t08,bj_05,8,6,4
bj_05_t09,bj_05,9,2,12
bj_05_t10,bj_05,10,4,11
bj_05_t11,bj_05,11,2,0
bj_05_t12,bj_05,12,6,12
bj_05_t13,bj_05,13,0,20
bj_05_t14,bj_05,14,3,9
bj_05_t15,bj_05,15,0,7
bj_05_t16,bj_05,16,1,21
bj_05_t17,bj_05,17,3,18
bj_05_t18,bj_05,18,5,8
bj_05_t19,bj_05,19,2,14
bj_05_t20,bj_05,20,5,15
bj_05_t21,bj_05,21,2,7
bj_05_t22,bj_05,22,1,11
bj_05_t23,bj_05,23,6,10
bj_06_t00,bj_06,0,6,16
bj_06_t01,bj_06,1,3,10
bj_06_t02,bj_06,2,0,1
bj_06_t03,bj_06,3,5,2
bj_06_t04,bj_06,4,3,8
bj_06_t05,bj_06,5,3,2
bj_06_t06,bj_06,6,5,6
bj_06_t07,bj_06,7,7,14
bj_06_t08,bj_06,8,3,0
bj_06_t09,bj_06,9,5,22
bj_06_t10,bj_06,10,0,18
bj_06_t11,bj_06,11,0,12
bj_06_t12,bj_06,12,6,19
bj_06_t13,bj_06,13,3,4
bj_06_t14,bj_06,14,3,14
bj_06_t15,bj_06,15,3,7
bj_06_t16,bj_06,16,3,9
bj_06_t17,bj_06,17,1,4
bj_06_t18,bj_06,18,1,6
bj_06_t19,bj_06,19,3,21
bj_06_t20,bj_06,20,6,1
bj_06_t21,bj_06,21,5,10
bj_06_t22,bj_06,22,2,9
bj_06_t23,bj_06,23,3,15
bj_07_t00,bj_07,0,1,3
bj_07_t01,bj_07,1,7,9
bj_07_t02,bj_07,2,7,23
bj_07_t03,bj_07,3,5,0
bj_07_t04,bj_07,4,0,21
bj_07_t05,bj_07,5,6,11
bj_07_t06,bj_07,6,5,3
bj_07_t07,bj_07,7,1,22
bj_07_t08,bj_07,8,5,2
bj_07_t09,bj_07,9,5,23
bj_07_t10,bj_07,10,6,7
bj_07_t11,bj_07,11,1,2
bj_07_t12,bj_07,12,2,20
bj_07_t13,bj_07,13,7,22
bj_07_t14,bj_07,14,3,20
bj_07_t15,bj_07,15,0,4
bj_07_t16,bj_07,16,0,8
bj_07_t17,bj_07,17,0,22
bj_07_t18,bj_07,18,0,6
bj_07_t19,bj_07,19,2,21
bj_07_t20,bj_07,20,6,9
bj_07_t21,bj_07,21,4,10
bj_07_t22,bj_07,22,4,8
bj_07_t23,bj_07,23,3,5
