scenario,probability,batch_job_id,parent_workload_id,source_time,demand
scen_06,0.1,bj_00_t03,bj_00,3,0.5061577930253695
scen_07,0.1,bj_00_t03,bj_00,3,0.6254023793303702
scen_08,0.1,bj_00_t03,bj_00,3,0.5520607568895278
scen_09,0.1,bj_00_t03,bj_00,3,0.6283381835567162
scen_10,0.1,bj_00_t03,bj_00,3,0.4389406764024815
scen_01,0.1,bj_00_t04,bj_00,4,0.5954493522047171
scen_02,0.1,bj_00_t04,bj_00,4,0.45969412438965623
scen_03,0.1,bj_00_t04,bj_00,4,0.606657701568139
scen_04,0.1,bj_00_t04,bj_00,4,0.6026974538122439
scen_05,0.1,bj_00_t04,bj_00,4,0.5469645148126168
scen_06,0.1,bj_00_t04,bj_00,4,0.44147618394254695
scen_07,0.1,bj_00_t04,bj_00,4,0.5757094702179224
scen_08,0.1,bj_00_t04,bj_00,4,0.5892166847697546
scen_09,0.1,bj_00_t04,bj_00,4,0.45429989652032493
scen_10,0.1,bj_00_t04,bj_00,4,0.37816607699980676
scen_01,0.1,bj_00_t05,bj_00,5,0.56690226907067
scen_02,0.1,bj_00_t05,bj_00,5,0.7829360599394428
scen_03,0.1,bj_00_t05,bj_00,5,0.6480370471279411
scen_04,0.1,bj_00_t05,bj_00,5,0.7027493740617875
scen_05,0.1,bj_00_t05,bj_00,5,0.3950287765515277
scen_06,0.1,bj_00_t05,bj_00,5,0.5044723818532421
scen_07,0.1,bj_00_t05,bj_00,5,0.6450403317205577
scen_08,0.1,bj_00_t05,bj_00,5,0.6210510321623681
scen_09,0.1,bj_00_t05,bj_00,5,0.4930959706280449
scen_10,0.1,bj_00_t05,bj_00,5,0.6279644137503033
scen_01,0.1,bj_00_t06,bj_00,6,0.12215016316521479
scen_02,0.1,bj_00_t06,bj_00,6,0.5527019263413142
scen_03,0.1,bj_00_t06,bj_00,6,0.0937160667198273
scen_04,0.1,bj_00_t06,bj_00,6,0.23845614648058158
scen_05,0.1,bj_00_t06,bj_00,6,0.48379929495938184
scen_06,0.1,bj_00_t06,bj_00,6,0.4836955506614972
scen_07,0.1,bj_00_t06,bj_00,6,0.23654722318956223
scen_08,0.1,bj_00_t06,bj_00,6,0.30984600514550154
scen_09,0.1,bj_00_t06,bj_00,6,0.5265455959403551
scen_10,0.1,bj_00_t06,bj_00,6,0.45734701964624486
scen_01,0.1,bj_00_t07,bj_00,7,0.21001332726295774
scen_02,0.1,bj_00_t07,bj_00,7,0.557037605386135
scen_03,0.1,bj_00_t07,bj_00,7,0.3226983086312103
scen_04,0.1,bj_00_t07,bj_00,7,0.5348679521760784
scen_05,0.1,bj_00_t07,bj_00,7,0.3657256696648641
scen_06,0.1,bj_00_t07,bj_00,7,0.5918242064180761
scen_07,0.1,bj_00_t07,bj_00,7,0.4984747751318396
scen_08,0.1,bj_00_t07,bj_00,7,0.5559198405046833
scen_09,0.1,bj_00_t07,bj_00,7,0.0841516796088563
scen_10,0.1,bj_00_t07,bj_00,7,0.4395650065969572
scen_01,0.1,bj_00_t08,bj_00,8,0.6988848662851395
scen_02,0.1,bj_00_t08,bj_00,8,0.6468715106767609
scen_03,0.1,bj_00_t08,bj_00,8,0.36382202925439877
scen_04,0.1,bj_00_t08,bj_00,8,0.41896426069644055
scen_05,0.1,bj_00_t08,bj_00,8,0.5504215935875634
scen_06,0.1,bj_00_t08,bj_00,8,0.6869638823947439
scen_07,0.1,bj_00_t08,bj_00,8,0.5460816088483896
scen_08,0.1,bj_00_t08,bj_00,8,0.30050787776185917
scen_09,0.1,bj_00_t08,bj_00,8,0.41263702939648605
scen_10,0.1,bj_00_t08,bj_00,8,0.3513266186686889
scen_01,0.1,bj_00_t09,bj_00,9,0.7403214337510595
scen_02,0.1,bj_00_t09,bj_00,9,0.26774085644425805
scen_03,0.1,bj_00_t09,bj_00,9,0.3895171205343544
scen_04,0.1,bj_00_t09,bj_00,9,0.5497017613055315
scen_05,0.1,bj_00_t09,bj_00,9,0.41753453450897193
scen_06,0.1,bj_00_t09,bj_00,9,0.5882759526095507
scen_07,0.1,bj_00_t09,bj_00,9,0.16236833062961606
scen_08,0.1,bj_00_t09,bj_00,9,0.7126716787011504
scen_09,0.1,bj_00_t09,bj_00,9,0.5534702785257362
scen_10,0.1,bj_00_t09,bj_00,9,0.7235466863319688
scen_01,0.1,bj_00_t10,bj_00,10,0.3238794596474954
scen_02,0.1,bj_00_t10,bj_00,10,0.1977833949444973
scen_03,0.1,bj_00_t10,bj_00,10,0.26790073283456983
scen_04,0.1,bj_00_t10,bj_00,10,0.7635592957184576
scen_05,0.1,bj_00_t10,bj_00,10,0.6123772493650972
scen_06,0.1,bj_00_t10,bj_00,10,0.667747435457724
scen_07,0.1,bj_00_t10,bj_00,10,0.2774978486120885
scen_08,0.1,bj_00_t10,bj_00,10,0.7428473845936198
scen_09,0.1,bj_00_t10,bj_00,10,0.7927025315144098
scen_10,0.1,bj_00_t10,bj_00,10,0.7218948345377515
scen_01,0.1,bj_00_t11,bj_00,11,0.617282060991109
scen_02,0.1,bj_00_t11,bj_00,11,0.6236633179311782
scen_03,0.1,bj_00_t11,bj_00,11,0.5216100953168119
scen_04,0.1,bj_00_t11,bj_00,11,0.644381430053097
scen_05,0.1,bj_00_t11,bj_00,11,0.6031584981828911
scen_06,0.1,bj_00_t11,bj_00,11,0.3395896958130216
scen_07,0.1,bj_00_t11,bj_00,11,0.4668328046111026
scen_08,0.1,bj_00_t11,bj_00,11,0.8107576494165954
scen_09,0.1,bj_00_t11,bj_00,11,0.6761586264241464
scen_10,0.1,bj_00_t11,bj_00,11,0.7411773918617628
scen_01,0.1,bj_00_t12,bj_00,12,0.6962932085023689
scen_02,0.1,bj_00_t12,bj_00,12,0.47835559894098334
scen_03,0.1,bj_00_t12,bj_00,12,0.26081363065544994
scen_04,0.1,bj_00_t12,bj_00,12,0.54201176596992
scen_05,0.1,bj_00_t12,bj_00,12,0.5650789708685009
scen_06,0.1,bj_00_t12,bj_00,12,0.8531792059544849
scen_07,0.1,bj_00_t12,bj_00,12,0.43167844826751034
scen_08,0.1,bj_00_t12,bj_00,12,0.3801149681651548
scen_09,0.1,bj_00_t12,bj_00,12,0.9229217888049281
scen_10,0.1,bj_00_t12,bj_00,12,0.41973252531991734
scen_01,0.1,bj_00_t13,bj_00,13,0.15087927755464084
scen_02,0.1,bj_00_t13,bj_00,13,0.6339357436800498
scen_03,0.1,bj_00_t13,bj_00,13,0.7887429523045817
scen_04,0.1,bj_00_t13,bj_00,13,0.627124757066116
scen_05,0.1,bj_00_t13,bj_00,13,0.6756420692882967
scen_06,0.1,bj_00_t13,bj_00,13,0.5246925959041097
scen_07,0.1,bj_00_t13,bj_00,13,0.10496559660536081
scen_08,0.1,bj_00_t13,bj_00,13,0.7730852800674511
scen_09,0.1,bj_00_t13,bj_00,13,0.5571995452843265
scen_10,0.1,bj_00_t13,bj_00,13,0.6494162189782319
scen_01,0.1,bj_00_t14,bj_00,14,0.4914911982898699
scen_02,0.1,bj_00_t14,bj_00,14,0.2349065967060308
scen_03,0.1,bj_00_t14,bj_00,14,0.4474765220446583
scen_04,0.1,bj_00_t14,bj_00,14,0.42447337122469253
scen_05,0.1,bj_00_t14,bj_00,14,0.4793343037918207
scen_06,0.1,bj_00_t14,bj_00,14,0.3115799285332965
scen_07,0.1,bj_00_t14,bj_00,14,0.361328550751682
scen_08,0.1,bj_00_t14,bj_00,14,0.635097619926473
scen_09,0.1,bj_00_t14,bj_00,14,0.47452783127828535
scen_10,0.1,bj_00_t14,bj_00,14,0.6543645825477143
scen_01,0.1,bj_00_t15,bj_00,15,0.5322331218651517
scen_02,0.1,bj_00_t15,bj_00,15,0.6905879199401885
scen_03,0.1,bj_00_t15,bj_00,15,0.449168805179499
scen_04,0.1,bj_00_t15,bj_00,15,0.4798608495056862
scen_05,0.1,bj_00_t15,bj_00,15,0.15036244218345893
scen_06,0.1,bj_00_t15,bj_00,15,0.3954401468893266
scen_07,0.1,bj_00_t15,bj_00,15,0.5465571237974712
scen_08,0.1,bj_00_t15,bj_00,15,0.5384983607554248
scen_09,0.1,bj_00_t15,bj_00,15,0.6670686928160836
scen_10,0.1,bj_00_t15,bj_00,15,0.487332054987357
scen_01,0.1,bj_00_t16,bj_00,16,0.33037696647532233
scen_02,0.1,bj_00_t16,bj_00,16,0.24928260210229397
scen_03,0.1,bj_00_t16,bj_00,16,0.17706716572233092
scen_04,0.1,bj_00_t16,bj_00,16,0.4413829125065926
scen_05,0.1,bj_00_t16,bj_00,16,0.19754546000150286
scen_06,0.1,bj_00_t16,bj_00,16,0.3750842929212778
scen_07,0.1,bj_00_t16,bj_00,16,0.43619078788500953
scen_08,0.1,bj_00_t16,bj_00,16,0.32393650199828444
scen_09,0.1,bj_00_t16,bj_00,16,0.38663939029156913
scen_10,0.1,bj_00_t16,bj_00,16,0.4197375242131688
scen_01,0.1,bj_00_t17,bj_00,17,0.2848641320982242
scen_02,0.1,bj_00_t17,bj_00,17,0.255764347666054
scen_03,0.1,bj_00_t17,bj_00,17,0.630032661544696
scen_04,0.1,bj_00_t17,bj_00,17,0.13110626616569743
scen_05,0.1,bj_00_t17,bj_00,17,0.5913368302147476
scen_06,0.1,bj_00_t17,bj_00,17,0.2305194517148989
scen_07,0.1,bj_00_t17,bj_00,17,0.10367834821187549
scen_08,0.1,bj_00_t17,bj_00,17,0.49310432868150356
scen_09,0.1,bj_00_t17,bj_00,17,0.5939931726779406
scen_10,0.1,bj_00_t17,bj_00,17,0.1894717620237768
scen_01,0.1,bj_00_t18,bj_00,18,0.23746158534815937
scen_02,0.1,bj_00_t18,bj_00,18,0.2255702466007603
scen_03,0.1,bj_00_t18,bj_00,18,0.41446269489298515
scen_04,0.1,bj_00_t18,bj_00,18,0.3318406026584344
scen_05,0.1,bj_00_t18,bj_00,18,0.4269719203566418
scen_06,0.1,bj_00_t18,bj_00,18,0.2718100480360258
scen_07,0.1,bj_00_t18,bj_00,18,0.3063528527898626
scen_08,0.1,bj_00_t18,bj_00,18,0.29784055722862984
scen_09,0.1,bj_00_t18,bj_00,18,0.2622583063119033
scen_10,0.1,bj_00_t18,bj_00,18,0.3492638740910452
scen_01,0.1,bj_00_t19,bj_00,19,0.06842290983609442
scen_02,0.1,bj_00_t19,bj_00,19,0.42035801254450544
scen_03,0.1,bj_00_t19,bj_00,19,0.22629456792278063
scen_04,0.1,bj_00_t19,bj_00,19,0.29323415299584515
scen_05,0.1,bj_00_t19,bj_00,19,0.4651749643810789
scen_06,0.1,bj_00_t19,bj_00,19,0.4987007603505387
scen_07,0.1,bj_00_t19,bj_00,19,0.1271694245323574
scen_08,0.1,bj_00_t19,bj_00,19,0.2583855607333062
scen_09,0.1,bj_00_t19,bj_00,19,0.2892093417423932
scen_10,0.1,bj_00_t19,bj_00,19,0.38687411298286445
scen_01,0.1,bj_00_t20,bj_00,20,0.3230259014086794
scen_02,0.1,bj_00_t20,bj_00,20,0.2846488211679731
scen_03,0.1,bj_00_t20,bj_00,20,0.3170156692744636
scen_04,0.1,bj_00_t20,bj_00,20,0.4588918091969285
scen_05,0.1,bj_00_t20,bj_00,20,0.39944474498703186
scen_06,0.1,bj_00_t20,bj_00,20,0.11305477480010154
scen_07,0.1,bj_00_t20,bj_00,20,0.2657441189648822
scen_08,0.1,bj_00_t20,bj_00,20,0.22774094259959343
scen_09,0.1,bj_00_t20,bj_00,20,0.0756330152829304
scen_10,0.1,bj_00_t20,bj_00,20,0.3211258054007659
scen_01,0.1,bj_00_t21,bj_00,21,0.33926146207360275
scen_02,0.1,bj_00_t21,bj_00,21,0.4859279802634679
scen_03,0.1,bj_00_t21,bj_00,21,0.5069171351805646
scen_04,0.1,bj_00_t21,bj_00,21,0.4768539306431813
scen_05,0.1,bj_00_t21,bj_00,21,0.5965371133758192
scen_06,0.1,bj_00_t21,bj_00,21,0.5167133910896107
scen_07,0.1,bj_00_t21,bj_00,21,0.2838276148297499
scen_08,0.1,bj_00_t21,bj_00,21,0.5781277766450282
scen_09,0.1,bj_00_t21,bj_00,21,0.5666239372003774
scen_10,0.1,bj_00_t21,bj_00,21,0.5352541952557714
scen_01,0.1,bj_00_t22,bj_00,22,0.6792787540489664
scen_02,0.1,bj_00_t22,bj_00,22,0.3979945214758532
scen_03,0.1,bj_00_t22,bj_00,22,0.6590033009519136
scen_04,0.1,bj_00_t22,bj_00,22,0.4881831113302355
scen_05,0.1,bj_00_t22,bj_00,22,0.57284321497869
scen_06,0.1,bj_00_t22,bj_00,22,0.642153985692109
scen_07,0.1,bj_00_t22,bj_00,22,0.2994827907992949
scen_08,0.1,bj_00_t22,bj_00,22,0.3547482506111892
scen_09,0.1,bj_00_t22,bj_00,22,0.6358070663589408
scen_10,0.1,bj_00_t22,bj_00,22,0.4413781009343489
scen_01,0.1,bj_00_t23,bj_00,23,0.6173616918185296
scen_02,0.1,bj_00_t23,bj_00,23,0.5428303701088657
scen_03,0.1,bj_00_t23,bj_00,23,0.8440312730536963
scen_04,0.1,bj_00_t23,bj_00,23,0.6256912456647143
scen_05,0.1,bj_00_t23,bj_00,23,0.6579235034059465
scen_06,0.1,bj_00_t23,bj_00,23,0.35817229088492525
scen_07,0.1,bj_00_t23,bj_00,23,0.667130129376007
scen_08,0.1,bj_00_t23,bj_00,23,0.28261013799109
scen_09,0.1,bj_00_t23,bj_00,23,0.49153544010465744
scen_10,0.1,bj_00_t23,bj_00,23,0.22880354608704961
scen_01,0.1,bj_01_t00,bj_01,0,0.4874562177158104
scen_02,0.1,bj_01_t00,bj_01,0,0.5108679036158131
scen_03,0.1,bj_01_t00,bj_01,0,0.456493171724369
scen_04,0.1,bj_01_t00,bj_01,0,0.8676821673049775
scen_05,0.1,bj_01_t00,bj_01,0,0.6823894447255585
scen_06,0.1,bj_01_t00,bj_01,0,0.429694729511817
scen_07,0.1,bj_01_t00,bj_01,0,0.4370617505111424
scen_08,0.1,bj_01_t00,bj_01,0,0.6412149173890522
scen_09,0.1,bj_01_t00,bj_01,0,0.6197612318741426
scen_10,0.1,bj_01_t00,bj_01,0,0.7643684561756432
scen_01,0.1,bj_01_t01,bj_01,1,0.9756870484689075
scen_02,0.1,bj_01_t01,bj_01,1,0.39230961820300725
scen_03,0.1,bj_01_t01,bj_01,1,0.38269066745830926
scen_04,0.1,bj_01_t01,bj_01,1,1.188426229783516
scen_05,0.1,bj_01_t01,bj_01,1,0.762767942733315
scen_06,0.1,bj_01_t01,bj_01,1,0.42823591581941933
scen_07,0.1,bj_01_t01,bj_01,1,0.45380860495171216
scen_08,0.1,bj_01_t01,bj_01,1,0.402255923994711
scen_09,0.1,bj_01_t01,bj_01,1,0.9766963869184737
scen_10,0.1,bj_01_t01,bj_01,1,0.6155104574566175
scen_01,0.1,bj_01_t02,bj_01,2,0.5359056166002647
scen_02,0.1,bj_01_t02,bj_01,2,0.6931617239689252
scen_03,0.1,bj_01_t02,bj_01,2,0.4535758213475328
scen_04,0.1,bj_01_t02,bj_01,2,0.595924777803949
scen_05,0.1,bj_01_t02,bj_01,2,0.4928837613675586
scen_06,0.1,bj_01_t02,bj_01,2,0.8253829587181738
scen_07,0.1,bj_01_t02,bj_01,2,0.4546960304362889
scen_08,0.1,bj_01_t02,bj_01,2,0.7278779768074632
scen_09,0.1,bj_01_t02,bj_01,2,0.6163177023383921
scen_10,0.1,bj_01_t02,bj_01,2,0.595023978191694
scen_01,0.1,bj_01_t03,bj_01,3,0.4962029745000587
scen_02,0.1,bj_01_t03,bj_01,3,0.46503045950830035
scen_03,0.1,bj_01_t03,bj_01,3,0.5041163866432432
scen_04,0.1,bj_01_t03,bj_01,3,0.5199309310693663
scen_05,0.1,bj_01_t03,bj_01,3,0.7328912832154173
scen_06,0.1,bj_01_t03,bj_01,3,0.4927022930439976
scen_07,0.1,bj_01_t03,bj_01,3,0.46945608313902853
scen_08,0.1,bj_01_t03,bj_01,3,0.44965677354752154
scen_09,0.1,bj_01_t03,bj_01,3,0.46762869542322005
scen_10,0.1,bj_01_t03,bj_01,3,0.40507763902370997
scen_01,0.1,bj_01_t04,bj_01,4,0.9124276731983549
scen_02,0.1,bj_01_t04,bj_01,4,0.6542541088211933
scen_03,0.1,bj_01_t04,bj_01,4,0.5116239444899302
scen_04,0.1,bj_01_t04,bj_01,4,0.42894154213208147
scen_05,0.1,bj_01_t04,bj_01,4,0.7778538922513224
scen_06,0.1,bj_01_t04,bj_01,4,0.4316994356898254
scen_07,0.1,bj_01_t04,bj_01,4,0.8394325758036805
scen_08,0.1,bj_01_t04,bj_01,4,0.7720895508664514
scen_09,0.1,bj_01_t04,bj_01,4,0.882248635533269
scen_10,0.1,bj_01_t04,bj_01,4,0.8925012907151268
scen_01,0.1,bj_01_t05,bj_01,5,0.6544878062508095
scen_02,0.1,bj_01_t05,bj_01,5,0.4395848135652096
scen_03,0.1,bj_01_t05,bj_01,5,0.4708056608976473
scen_04,0.1,bj_01_t05,bj_01,5,0.7385302712114068
scen_05,0.1,bj_01_t05,bj_01,5,0.4502186295767774
scen_06,0.1,bj_01_t05,bj_01,5,0.41517657358401205
scen_07,0.1,bj_01_t05,bj_01,5,0.5972023274942431
scen_08,0.1,bj_01_t05,bj_01,5,0.8019576305157953
scen_09,0.1,bj_01_t05,bj_01,5,0.4976404943954582
scen_10,0.1,bj_01_t05,bj_01,5,0.46334138530153357
scen_01,0.1,bj_01_t06,bj_01,6,0.6825917779346821
scen_02,0.1,bj_01_t06,bj_01,6,0.457592363332993
scen_03,0.1,bj_01_t06,bj_01,6,0.6031833095634523
scen_04,0.1,bj_01_t06,bj_01,6,1.1306580467923155
scen_05,0.1,bj_01_t06,bj_01,6,0.7423556968093405
scen_06,0.1,bj_01_t06,bj_01,6,0.42671227920821597
scen_07,0.1,bj_01_t06,bj_01,6,0.5852892900516369
scen_08,0.1,bj_01_t06,bj_01,6,0.6386942514900583
scen_09,0.1,bj_01_t06,bj_01,6,0.8034808733721309
scen_10,0.1,bj_01_t06,bj_01,6,0.7912825103925027
scen_01,0.1,bj_01_t07,bj_01,7,0.882315648710275
scen_02,0.1,bj_01_t07,bj_01,7,0.5843420072965706
scen_03,0.1,bj_01_t07,bj_01,7,0.34413625427348793
scen_04,0.1,bj_01_t07,bj_01,7,0.5136732162872775
scen_05,0.1,bj_01_t07,bj_01,7,0.40046658113632083
scen_06,0.1,bj_01_t07,bj_01,7,1.0391663479883035
scen_07,0.1,bj_01_t07,bj_01,7,0.37264731077232016
scen_08,0.1,bj_01_t07,bj_01,7,0.33273019798359027
scen_09,0.1,bj_01_t07,bj_01,7,0.6371096655009427
scen_10,0.1,bj_01_t07,bj_01,7,1.0095498357496226
scen_01,0.1,bj_01_t08,bj_01,8,0.7243327892131849
scen_02,0.1,bj_01_t08,bj_01,8,0.7477584587638917
scen_03,0.1,bj_01_t08,bj_01,8,1.112141238684919
scen_04,0.1,bj_01_t08,bj_01,8,0.8484731997795937
scen_05,0.1,bj_01_t08,bj_01,8,0.5012023422981364
scen_06,0.1,bj_01_t08,bj_01,8,0.9670079079333938
scen_07,0.1,bj_01_t08,bj_01,8,0.7961934380748552
scen_08,0.1,bj_01_t08,bj_01,8,0.5251661378500018
scen_09,0.1,bj_01_t08,bj_01,8,0.4165007921029491
scen_10,0.1,bj_01_t08,bj_01,8,1.0537452328407053
scen_01,0.1,bj_01_t09,bj_01,9,0.6685750055253421
scen_02,0.1,bj_01_t09,bj_01,9,0.43380446404558504
scen_03,0.1,bj_01_t09,bj_01,9,0.45218027826097706
scen_04,0.1,bj_01_t09,bj_01,9,0.8734409472346096
scen_05,0.1,bj_01_t09,bj_01,9,1.1862504249105794
scen_06,0.1,bj_01_t09,bj_01,9,0.4755469601515381
scen_07,0.1,bj_01_t09,bj_01,9,0.44260553470716346
scen_08,0.1,bj_01_t09,bj_01,9,0.7375891952584135
scen_09,0.1,bj_01_t09,bj_01,9,0.6282768959044097
scen_10,0.1,bj_01_t09,bj_01,9,1.0067930052609964
scen_01,0.1,bj_01_t10,bj_01,10,0.6794957684665244
scen_02,0.1,bj_01_t10,bj_01,10,0.5885480276660081
scen_03,0.1,bj_01_t10,bj_01,10,0.5642577687230859
scen_04,0.1,bj_01_t10,bj_01,10,0.47215395414713934
scen_05,0.1,bj_01_t10,bj_01,10,0.6544835010280929
scen_06,0.1,bj_01_t10,bj_01,10,0.5779041038772779
scen_07,0.1,bj_01_t10,bj_01,10,0.5669960904529079
scen_08,0.1,bj_01_t10,bj_01,10,0.5115381695055389
scen_09,0.1,bj_01_t10,bj_01,10,0.9200005668483091
scen_10,0.1,bj_01_t10,bj_01,10,0.9226572755778444
scen_01,0.1,bj_01_t11,bj_01,11,0.5714863154347357
scen_02,0.1,bj_01_t11,bj_01,11,0.5378676825171677
scen_03,0.1,bj_01_t11,bj_01,11,0.6377040582133392
scen_04,0.1,bj_01_t11,bj_01,11,0.8621470351451663
scen_05,0.1,bj_01_t11,bj_01,11,0.6043130791702661
scen_06,0.1,bj_01_t11,bj_01,11,0.9172842003812723
scen_07,0.1,bj_01_t11,bj_01,11,1.1267267836397026
scen_08,0.1,bj_01_t11,bj_01,11,0.9200903304833267
scen_09,0.1,bj_01_t11,bj_01,11,0.8888023977797146
scen_10,0.1,bj_01_t11,bj_01,11,0.796059555308041
scen_01,0.1,bj_01_t12,bj_01,12,0.8292535232095835
scen_02,0.1,bj_01_t12,bj_01,12,0.6768455703206183
scen_03,0.1,bj_01_t12,bj_01,12,1.0295594097679066
scen_04,0.1,bj_01_t12,bj_01,12,0.8122714474730416
scen_05,0.1,bj_01_t12,bj_01,12,0.9646856509697068
scen_06,0.1,bj_01_t12,bj_01,12,1.3357245548153884
scen_07,0.1,bj_01_t12,bj_01,12,0.7303340279004352
scen_08,0.1,bj_01_t12,bj_01,12,1.2462523648694883
scen_09,0.1,bj_01_t12,bj_01,12,1.3120644164117385
scen_10,0.1,bj_01_t12,bj_01,12,0.7910865252623341
scen_01,0.1,bj_01_t13,bj_01,13,0.7856700013684434
scen_02,0.1,bj_01_t13,bj_01,13,0.9625763667987302
scen_03,0.1,bj_01_t13,bj_01,13,1.1308204515539497
scen_04,0.1,bj_01_t13,bj_01,13,1.0737443250798733
scen_05,0.1,bj_01_t13,bj_01,13,1.0036332003488473
scen_06,0.1,bj_01_t13,bj_01,13,0.7732706175229521
scen_07,0.1,bj_01_t13,bj_01,13,0.6593830518830057
scen_08,0.1,bj_01_t13,bj_01,13,0.8870329869591851
scen_09,0.1,bj_01_t13,bj_01,13,1.2536809927273938
scen_10,0.1,bj_01_t13,bj_01,13,0.7556170428039868
scen_01,0.1,bj_01_t14,bj_01,14,1.3918443207181388
scen_02,0.1,bj_01_t14,bj_01,14,0.6837789370162863
scen_03,0.1,bj_01_t14,bj_01,14,0.668102187754809
scen_04,0.1,bj_01_t14,bj_01,14,0.7723307594119603
scen_05,0.1,bj_01_t14,bj_01,14,0.7906189802201109
scen_06,0.1,bj_01_t14,bj_01,14,1.3044534787407107
scen_07,0.1,bj_01_t14,bj_01,14,1.2016266303511765
scen_08,0.1,bj_01_t14,bj_01,14,1.0713945243977672
scen_09,0.1,bj_01_t14,bj_01,14,0.7752410257792212
scen_10,0.1,bj_01_t14,bj_01,14,0.8457730328540012
scen_01,0.1,bj_01_t15,bj_01,15,1.0778837257552505
scen_02,0.1,bj_01_t15,bj_01,15,1.0217887182886076
scen_03,0.1,bj_01_t15,bj_01,15,0.9887477053121209
scen_04,0.1,bj_01_t15,bj_01,15,1.0682195169507585
scen_05,0.1,bj_01_t15,bj_01,15,1.0431016223290166
scen_06,0.1,bj_01_t15,bj_01,15,1.1299034423255176
scen_07,0.1,bj_01_t15,bj_01,15,0.8999472906019315
scen_08,0.1,bj_01_t15,bj_01,15,0.6477442473226663
scen_09,0.1,bj_01_t15,bj_01,15,1.0295498038549198
scen_10,0.1,bj_01_t15,bj_01,15,1.1156730489386386
scen_01,0.1,bj_01_t16,bj_01,16,0.8041130570672244
scen_02,0.1,bj_01_t16,bj_01,16,1.0310885750669456
scen_03,0.1,bj_01_t16,bj_01,16,1.4047994422901084
scen_04,0.1,bj_01_t16,bj_01,16,1.097074213546763
scen_05,0.1,bj_01_t16,bj_01,16,0.728359751012232
scen_06,0.1,bj_01_t16,bj_01,16,0.9367425543027688
scen_07,0.1,bj_01_t16,bj_01,16,1.1366480101661645
scen_08,0.1,bj_01_t16,bj_01,16,0.8739152947511567
scen_09,0.1,bj_01_t16,bj_01,16,0.9294880301610827
scen_10,0.1,bj_01_t16,bj_01,16,0.7126884378818851
scen_01,0.1,bj_01_t17,bj_01,17,1.1249485703073883
scen_02,0.1,bj_01_t17,bj_01,17,0.6440829318516723
scen_03,0.1,bj_01_t17,bj_01,17,0.5269764817403485
scen_04,0.1,bj_01_t17,bj_01,17,0.6951654110572588
scen_05,0.1,bj_01_t17,bj_01,17,0.6659393114579053
scen_06,0.1,bj_01_t17,bj_01,17,1.2102348999089407
scen_07,0.1,bj_01_t17,bj_01,17,0.5696962970887113
scen_08,0.1,bj_01_t17,bj_01,17,0.6136403441099803
scen_09,0.1,bj_01_t17,bj_01,17,0.6303741954255575
scen_10,0.1,bj_01_t17,bj_01,17,0.776991590855275
scen_01,0.1,bj_01_t18,bj_01,18,1.1545904602671504
scen_02,0.1,bj_01_t18,bj_01,18,0.9269206589369368
scen_03,0.1,bj_01_t18,bj_01,18,0.7727851011293652
