batch_job_id,parent_workload_id,source_time,server,time
bj_06_t08,bj_06,8,4,6
bj_06_t09,bj_06,9,4,6
bj_06_t10,bj_06,10,4,7
bj_06_t11,bj_06,11,4,6
bj_06_t12,bj_06,12,4,6
bj_06_t13,bj_06,13,4,5
bj_06_t14,bj_06,14,4,5
bj_06_t15,bj_06,15,4,5
bj_06_t16,bj_06,16,4,4
bj_06_t17,bj_06,17,4,4
bj_06_t18,bj_06,18,4,3
bj_06_t19,bj_06,19,4,4
bj_06_t20,bj_06,20,4,3
bj_06_t21,bj_06,21,4,2
bj_06_t22,bj_06,22,4,7
bj_06_t23,bj_06,23,4,6
bj_07_t00,bj_07,0,5,23
bj_07_t01,bj_07,1,5,21
bj_07_t02,bj_07,2,5,20
bj_07_t03,bj_07,3,5,20
bj_07_t04,bj_07,4,5,18
bj_07_t05,bj_07,5,4,22
bj_07_t06,bj_07,6,5,21
bj_07_t07,bj_07,7,5,16
bj_07_t08,bj_07,8,5,16
bj_07_t09,bj_07,9,5,2
bj_07_t10,bj_07,10,5,12
bj_07_t11,bj_07,11,4,3
bj_07_t12,bj_07,12,4,2
bj_07_t13,bj_07,13,4,2
bj_07_t14,bj_07,14,4,1
bj_07_t15,bj_07,15,4,1
bj_07_t16,bj_07,16,4,1
bj_07_t17,bj_07,17,4,1
bj_07_t18,bj_07,18,4,3
bj_07_t19,bj_07,19,5,8
bj_07_t20,bj_07,20,5,12
bj_07_t21,bj_07,21,5,17
bj_07_t22,bj_07,22,5,13
bj_07_t23,bj_07,23,5,20
bj_08_t00,bj_08,0,4,0
bj_08_t01,bj_08,1,4,0
bj_08_t02,bj_08,2,4,0
bj_08_t03,bj_08,3,3,23
bj_08_t04,bj_08,4,3,23
bj_08_t05,bj_08,5,3,23
bj_08_t06,bj_08,6,3,22
bj_08_t07,bj_08,7,3,21
bj_08_t08,bj_08,8,3,22
bj_08_t09,bj_08,9,3,21
bj_08_t10,bj_08,10,3,20
bj_08_t11,bj_08,11,3,19
bj_08_t12,bj_08,12,3,19
bj_08_t13,bj_08,13,3,20
bj_08_t14,bj_08,14,3,18
bj_08_t15,bj_08,15,3,17
bj_08_t16,bj_08,16,3,18
bj_08_t17,bj_08,17,3,17
bj_08_t18,bj_08,18,3,16
bj_08_t19,bj_08,19,3,16
bj_08_t20,bj_08,20,3,15
bj_08_t21,bj_08,21,3,15
bj_08_t22,bj_08,22,3,14
bj_08_t23,bj_08,23,4,6
bj_09_t00,bj_09,0,4,2
bj_09_t01,bj_09,1,3,15
bj_09_t02,bj_09,2,3,14
bj_09_t03,bj_09,3,3,14
bj_09_t04,bj_09,4,3,13
bj_09_t05,bj_09,5,3,19
bj_09_t06,bj_09,6,3,13
bj_09_t07,bj_09,7,3,13
bj_09_t08,bj_09,8,3,13
bj_09_t09,bj_09,9,3,21
bj_09_t10,bj_09,10,3,13
bj_09_t11,bj_09,11,3,12
bj_09_t12,bj_09,12,3,18
bj_09_t13,bj_09,13,3,12
bj_09_t14,bj_09,14,3,12
bj_09_t15,bj_09,15,3,14
bj_09_t16,bj_09,16,3,12
bj_09_t17,bj_09,17,3,11
bj_09_t18,bj_09,18,3,11
bj_09_t19,bj_09,19,3,16
bj_09_t20,bj_09,20,3,11
bj_09_t21,bj_09,21,3,12
bj_09_t22,bj_09,22,3,15
bj_09_t23,bj_09,23,3,11
bj_10_t00,bj_10,0,3,11
bj_10_t01,bj_10,1,3,10
bj_10_t02,bj_10,2,3,10
bj_10_t03,bj_10,3,3,17
bj_10_t04,bj_10,4,3,10
bj_10_t05,bj_10,5,3,10
bj_10_t06,bj_10,6,3,10
bj_10_t07,bj_10,7,3,10
bj_10_t08,bj_10,8,3,9
bj_10_t09,bj_10,9,3,9
bj_10_t10,bj_10,10,3,9
bj_10_t11,bj_10,11,3,9
bj_10_t12,bj_10,12,3,9
bj_10_t13,bj_10,13,3,8
bj_10_t14,bj_10,14,3,8
bj_10_t15,bj_10,15,3,8
bj_10_t16,bj_10,16,3,8
bj_10_t17,bj_10,17,3,8
bj_10_t18,bj_10,18,3,8
bj_10_t19,bj_10,19,3,7
bj_10_t20,bj_10,20,3,11
bj_10_t21,bj_10,21,3,7
bj_10_t22,bj_10,22,3,7
bj_10_t23,bj_10,23,4,1
bj_11_t00,bj_11,0,5,2
bj_11_t01,bj_11,1,5,1
bj_11_t02,bj_11,2,4,2
bj_11_t03,bj_11,3,4,8
bj_11_t04,bj_11,4,4,22
bj_11_t05,bj_11,5,4,16
bj_11_t06,bj_11,6,4,0
bj_11_t07,bj_11,7,4,1
bj_11_t08,bj_11,8,4,15
bj_11_t09,bj_11,9,4,8
bj_11_t10,bj_11,10,4,0
bj_11_t11,bj_11,11,3,20
bj_11_t12,bj_11,12,4,18
bj_11_t13,bj_11,13,4,5
bj_11_t14,bj_11,14,3,13
bj_11_t15,bj_11,15,3,17
bj_11_t16,bj_11,16,3,23
bj_11_t17,bj_11,17,4,3
bj_11_t18,bj_11,18,3,16
bj_11_t19,bj_11,19,3,19
bj_11_t20,bj_11,20,3,7
bj_11_t21,bj_11,21,3,7
bj_11_t22,bj_11,22,3,6
bj_11_t23,bj_11,23,3,6
bj_12_t00,bj_12,0,3,6
bj_12_t01,bj_12,1,3,6
bj_12_t02,bj_12,2,3,6
bj_12_t03,bj_12,3,3,5
bj_12_t04,bj_12,4,3,5
bj_12_t05,bj_12,5,3,5
bj_12_t06,bj_12,6,3,5
bj_12_t07,bj_12,7,3,5
bj_12_t08,bj_12,8,3,4
bj_12_t09,bj_12,9,3,4
bj_12_t10,bj_12,10,3,4
bj_12_t11,bj_12,11,3,4
bj_12_t12,bj_12,12,3,4
bj_12_t13,bj_12,13,3,3
bj_12_t14,bj_12,14,3,3
bj_12_t15,bj_12,15,3,3
bj_12_t16,bj_12,16,3,3
bj_12_t17,bj_12,17,3,4
bj_12_t18,bj_12,18,3,3
bj_12_t19,bj_12,19,3,2
bj_12_t20,bj_12,20,3,2
bj_12_t21,bj_12,21,3,2
bj_12_t22,bj_12,22,3,2
bj_12_t23,bj_12,23,3,3
bj_13_t00,bj_13,0,3,7
bj_13_t01,bj_13,1,3,5
bj_13_t02,bj_13,2,3,2
bj_13_t03,bj_13,3,3,8
bj_13_t04,bj_13,4,3,1
bj_13_t05,bj_13,5,3,2
bj_13_t06,bj_13,6,3,1
bj_13_t07,bj_13,7,3,1
bj_13_t08,bj_13,8,3,1
bj_13_t09,bj_13,9,3,1
bj_13_t10,bj_13,10,3,1
bj_13_t11,bj_13,11,3,1
bj_13_t12,bj_13,12,3,1
bj_13_t13,bj_13,13,3,0
bj_13_t14,bj_13,14,3,0
bj_13_t15,bj_13,15,3,0
bj_13_t16,bj_13,16,3,1
bj_13_t17,bj_13,17,3,0
bj_13_t18,bj_13,18,3,0
bj_13_t19,bj_13,19,3,0
bj_13_t20,bj_13,20,3,0
bj_13_t21,bj_13,21,3,0
bj_13_t22,bj_13,22,2,23
bj_13_t23,bj_13,23,2,23
