batch_job_id,parent_workload_id,source_time,server,time
bj_02_t16,bj_02,16,2,22
bj_02_t17,bj_02,17,2,21
bj_02_t18,bj_02,18,2,21
bj_02_t19,bj_02,19,2,21
bj_02_t20,bj_02,20,2,21
bj_02_t21,bj_02,21,2,20
bj_02_t22,bj_02,22,2,20
bj_02_t23,bj_02,23,2,20
bj_03_t00,bj_03,0,2,19
bj_03_t01,bj_03,1,2,20
bj_03_t02,bj_03,2,2,19
bj_03_t03,bj_03,3,2,18
bj_03_t04,bj_03,4,2,18
bj_03_t05,bj_03,5,2,18
bj_03_t06,bj_03,6,2,17
bj_03_t07,bj_03,7,2,16
bj_03_t08,bj_03,8,2,16
bj_03_t09,bj_03,9,2,15
bj_03_t10,bj_03,10,2,14
bj_03_t11,bj_03,11,2,13
bj_03_t12,bj_03,12,2,12
bj_03_t13,bj_03,13,2,14
bj_03_t14,bj_03,14,2,11
bj_03_t15,bj_03,15,2,15
bj_03_t16,bj_03,16,2,13
bj_03_t17,bj_03,17,2,11
bj_03_t18,bj_03,18,2,10
bj_03_t19,bj_03,19,2,10
bj_03_t20,bj_03,20,2,9
bj_03_t21,bj_03,21,2,9
bj_03_t22,bj_03,22,2,8
bj_03_t23,bj_03,23,3,2
bj_04_t00,bj_04,0,3,3
bj_04_t01,bj_04,1,2,23
bj_04_t02,bj_04,2,2,21
bj_04_t03,bj_04,3,3,6
bj_04_t04,bj_04,4,2,19
bj_04_t05,bj_04,5,2,17
bj_04_t06,bj_04,6,2,20
bj_04_t07,bj_04,7,2,17
bj_04_t08,bj_04,8,2,19
bj_04_t09,bj_04,9,2,16
bj_04_t10,bj_04,10,2,10
bj_04_t11,bj_04,11,2,9
bj_04_t12,bj_04,12,2,17
bj_04_t13,bj_04,13,2,9
bj_04_t14,bj_04,14,2,8
bj_04_t15,bj_04,15,2,8
bj_04_t16,bj_04,16,2,8
bj_04_t17,bj_04,17,2,8
bj_04_t18,bj_04,18,2,7
bj_04_t19,bj_04,19,2,7
bj_04_t20,bj_04,20,2,7
bj_04_t21,bj_04,21,2,7
bj_04_t22,bj_04,22,2,7
bj_04_t23,bj_04,23,2,7
bj_05_t00,bj_05,0,2,6
bj_05_t01,bj_05,1,2,6
bj_05_t02,bj_05,2,2,5
bj_05_t03,bj_05,3,2,5
bj_05_t04,bj_05,4,2,4
bj_05_t05,bj_05,5,2,4
bj_05_t06,bj_05,6,2,3
bj_05_t07,bj_05,7,2,3
bj_05_t08,bj_05,8,2,2
bj_05_t09,bj_05,9,2,2
bj_05_t10,bj_05,10,2,1
bj_05_t11,bj_05,11,2,1
bj_05_t12,bj_05,12,2,0
bj_05_t13,bj_05,13,2,0
bj_05_t14,bj_05,14,1,23
bj_05_t15,bj_05,15,1,23
bj_05_t16,bj_05,16,1,22
bj_05_t17,bj_05,17,1,22
bj_05_t18,bj_05,18,1,21
bj_05_t19,bj_05,19,1,21
bj_05_t20,bj_05,20,1,20
bj_05_t21,bj_05,21,1,20
bj_05_t22,bj_05,22,1,19
bj_05_t23,bj_05,23,1,19
bj_06_t00,bj_06,0,2,7
bj_06_t01,bj_06,1,2,7
bj_06_t02,bj_06,2,1,18
bj_06_t03,bj_06,3,1,18
bj_06_t04,bj_06,4,1,18
bj_06_t05,bj_06,5,1,18
bj_06_t06,bj_06,6,1,18
bj_06_t07,bj_06,7,1,18
bj_06_t08,bj_06,8,1,18
bj_06_t09,bj_06,9,1,17
bj_06_t10,bj_06,10,1,17
bj_06_t11,bj_06,11,1,17
bj_06_t12,bj_06,12,1,17
bj_06_t13,bj_06,13,1,17
bj_06_t14,bj_06,14,1,17
bj_06_t15,bj_06,15,1,16
bj_06_t16,bj_06,16,1,16
bj_06_t17,bj_06,17,1,16
bj_06_t18,bj_06,18,1,16
bj_06_t19,bj_06,19,1,16
bj_06_t20,bj_06,20,1,16
bj_06_t21,bj_06,21,1,15
bj_06_t22,bj_06,22,1,15
bj_06_t23,bj_06,23,1,15
bj_07_t00,bj_07,0,1,15
bj_07_t01,bj_07,1,1,15
bj_07_t02,bj_07,2,1,14
bj_07_t03,bj_07,3,1,16
bj_07_t04,bj_07,4,1,17
bj_07_t05,bj_07,5,1,15
bj_07_t06,bj_07,6,1,14
bj_07_t07,bj_07,7,1,14
bj_07_t08,bj_07,8,1,14
bj_07_t09,bj_07,9,1,14
bj_07_t10,bj_07,10,1,13
bj_07_t11,bj_07,11,1,14
bj_07_t12,bj_07,12,1,13
bj_07_t13,bj_07,13,1,13
bj_07_t14,bj_07,14,1,13
bj_07_t15,bj_07,15,1,13
bj_07_t16,bj_07,16,1,12
bj_07_t17,bj_07,17,1,12
bj_07_t18,bj_07,18,1,12
bj_07_t19,bj_07,19,1,12
bj_07_t20,bj_07,20,1,11
bj_07_t21,bj_07,21,1,11
bj_07_t22,bj_07,22,1,11
bj_07_t23,bj_07,23,1,11
bj_08_t00,bj_08,0,1,10
bj_08_t01,bj_08,1,1,11
bj_08_t02,bj_08,2,1,10
bj_08_t03,bj_08,3,1,10
bj_08_t04,bj_08,4,1,10
bj_08_t05,bj_08,5,1,10
bj_08_t06,bj_08,6,1,9
bj_08_t07,bj_08,7,1,9
bj_08_t08,bj_08,8,1,9
bj_08_t09,bj_08,9,1,9
bj_08_t10,bj_08,10,1,9
bj_08_t11,bj_08,11,1,10
bj_08_t12,bj_08,12,1,9
bj_08_t13,bj_08,13,1,8
bj_08_t14,bj_08,14,1,8
bj_08_t15,bj_08,15,1,8
bj_08_t16,bj_08,16,1,8
bj_08_t17,bj_08,17,1,8
bj_08_t18,bj_08,18,1,8
bj_08_t19,bj_08,19,1,7
bj_08_t20,bj_08,20,1,7
bj_08_t21,bj_08,21,1,7
bj_08_t22,bj_08,22,1,7
bj_08_t23,bj_08,23,1,6
bj_09_t00,bj_09,0,1,6
bj_09_t01,bj_09,1,1,5
bj_09_t02,bj_09,2,1,4
bj_09_t03,bj_09,3,1,3
bj_09_t04,bj_09,4,1,3
bj_09_t05,bj_09,5,1,2
bj_09_t06,bj_09,6,1,2
bj_09_t07,bj_09,7,1,4
bj_09_t08,bj_09,8,1,1
bj_09_t09,bj_09,9,1,1
bj_09_t10,bj_09,10,1,0
bj_09_t11,bj_09,11,0,23
bj_09_t12,bj_09,12,0,22
bj_09_t13,bj_09,13,1,0
bj_09_t14,bj_09,14,1,5
bj_09_t15,bj_09,15,0,22
bj_09_t16,bj_09,16,0,21
bj_09_t17,bj_09,17,0,20
bj_09_t18,bj_09,18,0,20
bj_09_t19,bj_09,19,0,19
bj_09_t20,bj_09,20,0,18
bj_09_t21,bj_09,21,0,19
bj_09_t22,bj_09,22,0,17
bj_09_t23,bj_09,23,0,16
bj_10_t00,bj_10,0,2,0
bj_10_t01,bj_10,1,1,7
bj_10_t02,bj_10,2,2,9
bj_10_t03,bj_10,3,1,6
bj_10_t04,bj_10,4,1,6
bj_10_t05,bj_10,5,0,23
bj_10_t06,bj_10,6,0,23
bj_10_t07,bj_10,7,0,23
bj_10_t08,bj_10,8,0,23
bj_10_t09,bj_10,9,0,21
bj_10_t10,bj_10,10,0,21
bj_10_t11,bj_10,11,0,18
bj_10_t12,bj_10,12,0,18
bj_10_t13,bj_10,13,0,18
bj_10_t14,bj_10,14,0,20
bj_10_t15,bj_10,15,0,21
bj_10_t16,bj_10,16,0,17
bj_10_t17,bj_10,17,0,17
bj_10_t18,bj_10,18,0,17
bj_10_t19,bj_10,19,0,17
bj_10_t20,bj_10,20,0,16
bj_10_t21,bj_10,21,0,16
bj_10_t22,bj_10,22,0,15
bj_10_t23,bj_10,23,0,16
bj_11_t00,bj_11,0,0,15
bj_11_t01,bj_11,1,3,19
bj_11_t02,bj_11,2,2,3
bj_11_t03,bj_11,3,0,15
bj_11_t04,bj_11,4,0,15
bj_11_t05,bj_11,5,3,17
bj_11_t06,bj_11,6,1,12
bj_11_t07,bj_11,7,0,15
bj_11_t08,bj_11,8,0,15
bj_11_t09,bj_11,9,0,15
bj_11_t10,bj_11,10,2,15
bj_11_t11,bj_11,11,0,14
bj_11_t12,bj_11,12,3,21
bj_11_t13,bj_11,13,1,13
bj_11_t14,bj_11,14,0,14
bj_11_t15,bj_11,15,0,14
bj_11_t16,bj_11,16,0,14
bj_11_t17,bj_11,17,4,12
bj_11_t18,bj_11,18,0,14
bj_11_t19,bj_11,19,3,14
bj_11_t20,bj_11,20,3,23
bj_11_t21,bj_11,21,4,1
bj_11_t22,bj_11,22,2,12
bj_11_t23,bj_11,23,2,13
