batch_job_id,parent_workload_id,source_time,server,time
bj_03_t01,bj_03,1,4,22
bj_03_t02,bj_03,2,3,13
bj_03_t03,bj_03,3,0,15
bj_03_t04,bj_03,4,4,22
bj_03_t05,bj_03,5,3,15
bj_03_t06,bj_03,6,4,22
bj_03_t07,bj_03,7,4,22
bj_03_t08,bj_03,8,4,8
bj_03_t09,bj_03,9,4,22
bj_03_t10,bj_03,10,1,4
bj_03_t11,bj_03,11,3,10
bj_03_t12,bj_03,12,3,6
bj_03_t13,bj_03,13,4,19
bj_03_t14,bj_03,14,4,3
bj_03_t15,bj_03,15,3,8
bj_03_t16,bj_03,16,4,16
bj_03_t17,bj_03,17,0,1
bj_03_t18,bj_03,18,1,9
bj_03_t19,bj_03,19,4,5
bj_03_t20,bj_03,20,3,1
bj_03_t21,bj_03,21,4,23
bj_03_t22,bj_03,22,1,6
bj_03_t23,bj_03,23,0,0
bj_04_t00,bj_04,0,4,2
bj_04_t01,bj_04,1,4,10
bj_04_t02,bj_04,2,4,16
bj_04_t03,bj_04,3,4,8
bj_04_t04,bj_04,4,3,8
bj_04_t05,bj_04,5,3,16
bj_04_t06,bj_04,6,3,0
bj_04_t07,bj_04,7,4,17
bj_04_t08,bj_04,8,1,0
bj_04_t09,bj_04,9,4,12
bj_04_t10,bj_04,10,3,7
bj_04_t11,bj_04,11,4,2
bj_04_t12,bj_04,12,0,13
bj_04_t13,bj_04,13,3,3
bj_04_t14,bj_04,14,3,10
bj_04_t15,bj_04,15,4,22
bj_04_t16,bj_04,16,4,16
bj_04_t17,bj_04,17,4,19
bj_04_t18,bj_04,18,1,15
bj_04_t19,bj_04,19,3,0
bj_04_t20,bj_04,20,1,12
bj_04_t21,bj_04,21,1,9
bj_04_t22,bj_04,22,2,19
bj_04_t23,bj_04,23,3,2
bj_05_t00,bj_05,0,3,17
bj_05_t01,bj_05,1,1,21
bj_05_t02,bj_05,2,0,6
bj_05_t03,bj_05,3,4,1
bj_05_t04,bj_05,4,4,3
bj_05_t05,bj_05,5,0,2
bj_05_t06,bj_05,6,1,11
bj_05_t07,bj_05,7,4,23
bj_05_t08,bj_05,8,4,23
bj_05_t09,bj_05,9,0,3
bj_05_t10,bj_05,10,2,4
bj_05_t11,bj_05,11,4,23
bj_05_t12,bj_05,12,4,18
bj_05_t13,bj_05,13,1,22
bj_05_t14,bj_05,14,4,18
bj_05_t15,bj_05,15,2,9
bj_05_t16,bj_05,16,4,4
bj_05_t17,bj_05,17,2,5
bj_05_t18,bj_05,18,0,2
bj_05_t19,bj_05,19,0,22
bj_05_t20,bj_05,20,4,23
bj_05_t21,bj_05,21,3,17
bj_05_t22,bj_05,22,2,12
bj_05_t23,bj_05,23,3,3
bj_06_t00,bj_06,0,4,12
bj_06_t01,bj_06,1,3,8
bj_06_t02,bj_06,2,3,22
bj_06_t03,bj_06,3,1,5
bj_06_t04,bj_06,4,3,16
bj_06_t05,bj_06,5,2,10
bj_06_t06,bj_06,6,4,13
bj_06_t07,bj_06,7,0,11
bj_06_t08,bj_06,8,0,3
bj_06_t09,bj_06,9,0,22
bj_06_t10,bj_06,10,0,4
bj_06_t11,bj_06,11,2,11
bj_06_t12,bj_06,12,1,7
bj_06_t13,bj_06,13,3,4
bj_06_t14,bj_06,14,4,15
bj_06_t15,bj_06,15,2,4
bj_06_t16,bj_06,16,3,2
bj_06_t17,bj_06,17,2,1
bj_06_t18,bj_06,18,0,4
bj_06_t19,bj_06,19,3,9
bj_06_t20,bj_06,20,0,7
bj_06_t21,bj_06,21,0,8
bj_06_t22,bj_06,22,4,7
bj_06_t23,bj_06,23,3,22
bj_07_t00,bj_07,0,4,0
bj_07_t01,bj_07,1,4,14
bj_07_t02,bj_07,2,4,3
bj_07_t03,bj_07,3,3,11
bj_07_t04,bj_07,4,4,5
bj_07_t05,bj_07,5,3,19
bj_07_t06,bj_07,6,2,22
bj_07_t07,bj_07,7,2,3
bj_07_t08,bj_07,8,4,20
bj_07_t09,bj_07,9,4,1
bj_07_t10,bj_07,10,0,18
bj_07_t11,bj_07,11,4,8
bj_07_t12,bj_07,12,4,9
bj_07_t13,bj_07,13,0,20
bj_07_t14,bj_07,14,2,21
bj_07_t15,bj_07,15,0,5
bj_07_t16,bj_07,16,4,21
bj_07_t17,bj_07,17,0,0
bj_07_t18,bj_07,18,0,1
bj_07_t19,bj_07,19,0,8
bj_07_t20,bj_07,20,4,6
bj_07_t21,bj_07,21,4,10
bj_07_t22,bj_07,22,1,18
bj_07_t23,bj_07,23,4,4
