vm_id,hours,start_time,end_time,vm_category,vCPU,avg_cpu_mean,avg_mean,avg_peak,max_peak,selection_score,workload_type,workload_id
R1ogiWX31iLHvfF1Vshs0KPeWM3ngdopDmhTp2E3cLBkIH+h0+VGvRPVNyBKQkNd,24,0,23,Interactive,2,30.208216648772634,0.6041643329754527,1.2772156368079235,1.9663429940577493,1.7688013853223608,on_demand,od_04
UxREJmBeO+PYceQOXOB2QuxOVTbEtwS6mMSKT4d5vwHTK5sJ2Nqqs9zlvSL9rnRO,24,0,23,Interactive,2,89.77220456298443,1.7954440912596887,1.9240718391399096,1.9828391176118152,2.4197816185428636,on_demand,od_05
avDjX5CVGaITjnapxzUdbSaym7TqvasaUqzC6hfW1zO1AY5Fk0AXtsqeqeXE+vIQ,24,0,23,Interactive,2,24.77848749969877,0.49556974999397535,0.852570654223493,1.968378412071383,1.3446652572413387,on_demand,od_06
r8TXWVeq+JhWTypI+UlRt+cQfgzPXMvtDAKa1GZr5sem+HW8Bv4SqxaQ03I6g/qw,24,0,23,Interactive,2,48.12936260077192,0.9625872520154384,1.1609391030077558,1.7857148328526675,1.6073678112209226,on_demand,od_07
M9deJ/wJNH8TMtNBRdbMY1QKlogtqKpLKKXMyeB1r77Hya+By9li0PY2f1LgLC54,24,0,23,Delay-insensitive,2,26.590493060170207,0.5318098612034042,0.561602522332765,1.793431263798088,1.009960338282287,spot,sp_00
2aseSm3d5hIYPReJ1faWnOnngds5HumcV7khKcLHvXNox1GNgiyIXzl8+1OvRgA4,24,0,23,Delay-insensitive,2,22.267737987881716,0.44535475975763433,1.8452763165455075,1.9466867405909567,2.3319480016932466,spot,sp_01
/kHxI/cTHpjkUx/A2Iw700amzQwtf+/n5lWkizhV1TDdTfAHbVwfwPlNwOBdFDjh,24,0,23,Delay-insensitive,2,33.45335147447336,0.6690670294894673,0.6931237846354257,1.956970721424603,1.1823664649915764,spot,sp_02
boUqJHDgRh10WLxprzw8q/jOAMFFnG+7MI+Gvva4Sh4JJdXk2P6/QtAjCus4cQb8,24,0,23,Delay-insensitive,2,81.14399025135286,1.6228798050270574,1.8908408525195128,1.9810640199311171,2.386106857502292,spot,sp_03
08nJMBOcjcIht+vJykHJmdO/UfqjK+aipnOZ0qPB1va24yDWb5PrcMxVkojluBfb,24,0,23,Delay-insensitive,8,42.74125346272748,3.4193002770181984,3.669421931465844,5.661008926961077,5.084674163206113,spot,sp_04
zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,24,0,23,Delay-insensitive,2,48.72549612103629,0.9745099224207258,0.9804153845730892,1.5196082983960233,1.360317459172095,spot,sp_05
nnswD9SHPFs2+iW1TM7tCns9oD3EKxamI16JfLdkY/ral/GRU0EfANYWwYLhJiQx,24,0,23,Delay-insensitive,2,28.786287164746355,0.5757257432949271,0.6363890927006389,1.960746791598077,1.1265757906001581,spot,sp_06
z8no2RQyY5m5SWAw8eLxhzYKwg+FUe02/C2ouwQJtSQMBonZWsP/9BJ/Q8OCAN/j,24,0,23,Delay-insensitive,2,48.79960746213316,0.975992149242663,1.440190942510668,1.967190683964512,1.931988613501796,spot,sp_07
